Sentence_ID	Sentence
IEPA.d132.s320	(2E, 4E)-2-Fluoro-5-(1'-hydroxy-2',6', 6'-trimethyl-2'-cyclohexen-1'-yl)-3-methyl-2,4-pentadienoic acid (5b) showed potent inhibitory activity at the same level as ABA in the cress seed germination test, and 5b also inhibited gibberellin-inducible alpha-amylase induction at 4 x 10(-)(6), 3 times the concentration of ABA (1 x 10(-)(6)) for 50% inhibition of alpha-amylase production
IEPA.d134.s322	Isolation and characterization of gibbestatin B, an inhibitor of gibberellin-induced expression of alpha-amylase, and gibbestatin C from streptomycetaes
IEPA.d139.s333	Leptin and UCP (1 and 2) mRNA levels were determined by reverse transcription-polymerase chain reaction (RT-PCR) methodology in adipose tissue and gastrocnemius muscle
IEPA.d139.s334	A negative correlation between WAT O2 consumption and UCP2 expression was found in control animals, but not in the cafeteria-fed groups, suggesting a differential response to the beta3-adrenergic compound in lean and obese animals, which is in agreement with the reported statistical interactions between obesity and Trecadrine administration found for WAT O2 consumption and muscle UCP2 expression, as well as for plasma leptin and WAT leptin expression
IEPA.d164.s396	The aims of this study were: (1) to assess the effects of maternal undernutrition during pregnancy on adult offspring with regard to growth, body composition and plasma levels of glucose, insulin and corticosterone, and (2) to investigate whether oxytocin treatment early in life could ameliorate the adverse effects of food restriction in utero
IEPA.d171.s415	Phospholipase C (PLC) activity was investigated by stimulation of membrane preparations obtained from insulin (beta-TC3)-, somatostatin (Rin 1027-B2)-, and glucagon (INR1-G9)-producing pancreatic cell lines using the non-hydrolyzable GTP analogue GTPgammaS alone, the C-terminal octapeptide cholecystokinin (CCK-8), or gastrin
IEPA.d172.s416	Therefore, it was examined whether stimulation of Swiss 3T3 cells with insulin causes changes in the subcellular distribution of EGF receptors and phospholipase Cgamma1 that could potentially explain the observed synergy or costimulation.
IEPA.d172.s417	However, both EGF and insulin stimulated the accumulation of phospholipase Cgamma1 at the actin arc, which was coincident with the EGF receptor in the case of insulin- stimulated cells.
IEPA.d172.s418	Therefore, it is suggested that the insulin-induced coclustering of the EGF receptor with phospholipase Cgamma1 at the actin arc may allow for greater efficiency of signal transduction, resulting in the synergy observed for these two hormones in stimulation of DNA synthesis.
IEPA.d176.s425	For example, leptin suppresses neuropeptide Y (NPY) expression in the arcuate nucleus
IEPA.d183.s437	Plasma insulin, cholecystokinin, galanin, neuropeptide Y and leptin levels in obese women with and without type 2 diabetes mellitus
IEPA.d183.s438	Experimental studies provided evidences that leptin, cholecystokinin (CCK), galanin (GAL), neuropeptide Y (NPY) and insulin are involved in feeding behaviour
IEPA.d183.s439	Plasma concentrations of FSH, leptin, CCK, GAL, NPY and insulin were determined using commercial RIA kits
IEPA.d183.s440	Our results, ie higher mean plasma NPY levels in postmenopausal diabetic women and positive correlation of CCK with leptin and insulin, may suggest the role of these neuropeptides in metabolic disorders leading to type 2 diabetes mellitus
IEPA.d193.s464	Finally, recent evidences suggest that melanocortins could be involved in mediating the effects of leptin, and in controlling the expression of neuropeptide Y (NPY)
IEPA.d7.s13	Hesperidin, the most important flavanone of Citrus sp., significantly increases HDL and lowers cholesterol, LDL, total lipid and triglyceride plasma levels in normolipidemic rats and in rats with diet- and triton-induced hyperlipidemia
IEPA.d35.s86	Oxytocin (OT) and vasopressin (AVP) stimulate insulin and glucagon release from the pancreas, and evoke insulin secretion from the rat insulinoma cell line, RINm5F
IEPA.d47.s120	Effects of oxytocin, arginine-vasopressin and lysine-vasopressin on insulin and glucagon secretion in sheep
IEPA.d47.s121	The effects of the posterior-pituitary peptides oxytocin (OT), arginine-vasopressin (AVP) and lysine-vasopressin (LVP) on insulin and glucagon secretion were examined in adult sheep
IEPA.d47.s122	The maximal insulin responses induced by OT and AVP were very similar, but the threshold and maximal doses of AVP for increasing plasma insulin were higher than those of OT
IEPA.d56.s143	Interleukin-1 beta inhibits phospholipase C and insulin secretion at sites apart from KATP channel
IEPA.d56.s144	Surprisingly, however, when islets were depolarized directly using either of two agonists, glyburide (which does not act via generation of purine nucleotides) or 40 mM K+ (which acts distal to KATP channel), PLC and insulin secretion were again obliterated by IL-1 beta
IEPA.d56.s145	These data (together with the finding that IL-1 beta inhibited Ca(2+)-induced insulin release) suggest that, in addition to its effects on ATP synthesis and thereby on the KATP channel, IL-1 beta has at least two undescribed, distal effects to block both PLC as well as Ca(2+)-induced exocytosis
