Sentence ID,Sentence,isValid,Unique ID
370,"To determine the functional significance of the interaction of PROTEIN1 and the IR, we used a specific inhibitor of PROTEIN U73122, or microinjection of SH2 domain glutathione S-transferase fusion proteins derived from PROTEIN2 to block PROTEIN stimulated GLUT4 translocation",False,U_221
385,"Denervation suppressed mRNA levels for PROTEIN (49%), PROTEIN1 (36%), and COX-IV (59%) and eliminated the acute response to PROTEIN2 in SM",False,U_226
400," PROTEIN1 (PLC) activity was investigated by stimulation of membrane preparations obtained from PROTEIN2 (beta-TC3)-, somatostatin (Rin 1027-B2)-, and glucagon (INR1-G9)-producing pancreatic cell lines using the non-hydrolyzable GTP analogue GTPgammaS alone, the C-terminal octapeptide cholecystokinin (CCK-8), or gastrin",False,U_234
415," PROTEIN1 (OT) and vasopressin (AVP) stimulate PROTEIN and glucagon release from the pancreas, and evoke PROTEIN2 secretion from the rat insulinoma cell line, RINm5F",True,U_245
430,"The action of PGF2 alpha depends on extracellular Ca2+, whereas PROTEIN1 activates the G-protein-dependent phospholipase-C- PROTEIN2 Ca2+ signal-transducing pathway, complemented by the influx of extracellular Ca2+",True,U_255
445,"U-73122 at 8 mumol.L-1 totally abolished the PROTEIN1 induced increases in [Ca2+]i and PROTEIN2 however it reduced the PROTEIN induced increase in insulin release only by 36% and 63% in the monolayer and suspended cell preparations, respectively",True,U_266
460,Centrally administered PROTEIN1 has been shown to increase insulin-stimulated glucose utilization and to favor the expression of PROTEIN2 (UCPs),True,U_277
475,"OBJECTIVE: To assess the effect of chronic treatment with CGP-12177 a beta3-adrenergic receptor (AR) agonist with beta2/beta1-AR antagonist action, on the expression of the PROTEIN1 gene and of genes coding for PROTEIN2 (ucp1, ucp2 and ucp3) in brown and white adipose tissues",False,U_283
490," PROTEIN1 secretion is regulated by changes in blood glucose, as well as by peptides from the gastrointestinal tract and neurotransmitters that activate the pancreatic islet adenylyl cyclase (e.g., glucagon-like peptide-1) and PROTEIN (PLC) (e.g., acetylcholine) signaling pathways to further potentiate glucose-induced PROTEIN2 secretion",False,U_293
505,"[3H]Inositol prelabeled LA-N-2 cells were exposed to varying concentrations of PROTEIN1 from 20 to 125 micrograms/ml, and PROTEIN2 activation was measured",False,U_304
520,These data indicate that an adequate level of GTP is critical for glucose's potentiation of Ca(2+)-induced PROTEIN1 secretion in primed islets but that PROTEIN activation can clearly be dissociated from PROTEIN2 secretion and therefore cannot be the major cause of glucose's augmentation of Ca(2+)-induced PROTEIN secretion,False,U_315
535,"To elucidate the pathophysiologic significance of PROTEIN1 and PROTEIN in the effect of TZDs on glucose metabolism and energy expenditure, we examined their basal mRNA levels in the WAT, brown adipose tissue (BAT), and skeletal muscle from Wistar fatty rats, a rat model of NIDDM and obesity with PROTEIN receptor defect, and investigated expression of the genes encoding PROTEIN and PROTEIN2 in Wistar fatty rats and in Wistar lean rats with 2-week oral administration of 3 mg x kg(-1) x day(-1) pioglitazone, a TZD derivative",False,U_321
550,Tolbutamide and diazoxide modulate PROTEIN1 linked Ca(2+) signaling and PROTEIN2 secretion in beta-cells,True,U_327
565,"Our results indicate that glucose represses PROTEIN1 signalling late along this hormone transduction pathway, downstream of transcription of the PROTEIN2 modulated transcriptional activator (GAMYB) needed for PROTEIN induction",False,U_338
580,"Our data demonstrate, that activation of mitogen activated protein (MAP) kinase alone is sufficient to promote PROTEIN secretion, whereas inhibition of MAP kinase will reduce PROTEIN1 secretion only when PROTEIN2 or phosphatidylinositol 3-kinase are additionally inhibited",False,U_346
595, PROTEIN PROTEIN1 and PROTEIN2 gene expression: modulation by food restriction and PROTEIN ,False,U_356
610,"The present study indicates that PROTEIN increases the gene expression of PROTEIN1 in EWAT and that of PROTEIN2 PROTEIN and LPL in BAT, whereas reduced food consumption but not leptin, decreases LPL expression in WAT",False,U_359
625,"When this parental line was treated with PROTEIN1 PROTEIN2 PROTEIN and sAPPbeta decreased to levels similar to those observed in the mutant line, and the mutant line was resistant to these effects of PROTEIN ",True,U_368
640,A loop system exists between hypothalamic PROTEIN1 (NPY) and peripheral adipose tissue PROTEIN2 to maintain normal body homeostasis,True,U_377
655,"Aggregated PROTEIN1 also decreased significantly the level of diacylglycerol, the product of PROTEIN2 ",False,U_390
670,"This effect is maximal at 10(-8) M PROTEIN (a concentration clearly above the normal physiological range of PROTEIN1 concentrations) and involves the V2 receptor pathway, while activation of PROTEIN2 or changes in intracellular calcium are ineffective",False,U_403
685,"Phorbol myristate acetate (TPA), an activator of PROTEIN1 elicited an increase of MAPK activity, but did not further influence the level of PROTEIN2 -8-enhanced MAPK activity; Nevertheless, the extent of CaMKII activation was attenuated by TPA",False,U_412
700,Relationship among PROTEIN1 PROTEIN2 and galanin in young women and in postmenopausal women [see comments],True,U_422
715,Both receive information about the nutritional status and the level of energy storage through insulin and PROTEIN1 signaling mediated by specific receptors located on POMC and PROTEIN2 neurons present predominantly in the arcuate nucleus (ARC).,False,U_431
730,The resulting abnormally phosphorylated PROTEIN aggregates to freshly synthesized PROTEIN transforming it into same; due to a system of positive feedback invoked by the organophosphate-induced blockage of a PROTEIN1 specific PROTEIN2 ,True,U_444
745,"These data demonstrate a PROTEIN1 induced increase in energy expenditure in nonmutant rodents and suggest that one mechanism by which PROTEIN2 increases energy expenditure is through increased thermogenesis in BAT, including increased expression of PROTEIN ",False,U_451
760,"Fasting also significantly decreased BAT PROTEIN1 protein expression, to 67% of control; however, that effect was not prevented by PROTEIN2 treatment",False,U_461
775,"To determine whether PROTEIN does, in fact, have uncoupling activity and, if so, whether such activity would favorably influence the abnormalities in PROTEIN1 unresponsive PROTEIN underexpressing islets of diabetic ZDF rats, we transferred the PROTEIN2 gene to the islets of diabetic ZDF rats and lean (+/+) ZDF control rats",False,U_466
790,"In addition, PROTEIN1 (GPI-PLC), which in isolated rat adipocytes is activated by PROTEIN was stimulated to up to 5-fold by glucose and 10-fold by glucose plus PROTEIN2 in both yeast spheroplasts and intact cells leading to a concentration-dependent leftward shift of the glucose-response curve for activation of the PROTEIN ",True,U_471
805,"Overall, our data indicate that the normal processing of PROTEIN is up-regulated by PROTEIN1 but not PROTEIN2 in human cells and murine neurons",False,U_480
