Sentence ID,Sentence,isValid,Unique ID
561,"In conclusion, PROTEIN1 and PROTEIN2 show separate permissive effects on GnRH secretion in the adult rat hypothalamus.",False,U_336
576,"When the alpha2-adrenoreceptor agonist clonidine (2.5 microgram/kg intracerebroventricularly) was administered 3 days after the 5-day treatment period with PROTEIN or saline, plasma levels of PROTEIN1 and CCK increased significantly (p < 0.05) in the PROTEIN2 treated rats, when compared to saline-treated controls receiving clonidine only",False,U_344
591, PROTEIN1 PROTEIN2 and PROTEIN gene expression: modulation by food restriction and PROTEIN ,False,U_356
606,"The present study indicates that PROTEIN increases the gene expression of PROTEIN in EWAT and that of PROTEIN1 PROTEIN2 and LPL in BAT, whereas reduced food consumption but not leptin, decreases LPL expression in WAT",False,U_359
621, PROTEIN treatment of fetal guinea pig brain cultures substantially reduced the amount of PROTEIN1 and PROTEIN2 in the medium but had no effect on sAPPalpha,False,U_367
636, PROTEIN1 expression remained inversely related with plasma PROTEIN2 after controlling for percent body (r = -0.45; P = 0.038),True,U_375
651,Carbachol and PROTEIN1 stimulate the generation of PROTEIN2 in the guinea pig myometrium,True,U_386
666,"The present studies compared the effects of PROTEIN1 in rat adipocytes with the effects of PROTEIN2 and peroxovanadate, which mimic some effects of PROTEIN ",False,U_400
681," PROTEIN1 treated male rats had increased circulating levels of cholecystokinin, a tendency to increased plasma levels of PROTEIN2 (p = 0.066), and relatively more adipose tissue in the thigh and interscapular region, compared with controls",True,U_408
696,"Moreover, PROTEIN1 25-35 had no effect on basal PROTEIN2 activity and cytosolic PROTEIN and PROTEIN ",False,U_419
711,"The ARC PROTEIN1 neurones are stimulated by starvation, probably mediated by falls in circulating PROTEIN2 and insulin (which both inhibit these neurones), and contribute to the increased hunger in this and other conditions of energy deficit",False,U_429
726,Endometrial PROTEIN1 was increased within 30 seconds after PROTEIN2 treatment and preceded the increase in PGF2 alpha release stimulated by PROTEIN ,True,U_442
741,"2) IGF-1, IGF-2, and PROTEIN1 also induced a Ca2+ mobilization from the endoplasmic reticulum: PROTEIN2 (PLC) inhibitors, neomycin, or U-73122 partially blocked the intracellular [Ca2+]i increase induced by IGF-1 and PROTEIN and totally inhibited the effect of IGF-2",False,U_448
756," PROTEIN1 compared with vehicle, did not alter BAT PROTEIN or PROTEIN2 mRNA or protein expression when administered to normal ad libitum fed rats",False,U_459
771,"In normal pancreatic islets, PROTEIN is upregulated by PROTEIN1 and is low in PROTEIN2 resistant islets of ZDF rats",False,U_465
786," PROTEIN1 like signaling in yeast: modulation of protein phosphatase 2A, protein kinase A, cAMP-specific phosphodiesterase, and glycosyl-phosphatidylinositol-specific PROTEIN2 activities",False,U_470
801,"Although X-Pro aminopeptidase (EC 3.4.11.9) is GPI-anchored in 3T3-L1 adipocytes as shown by digestion with bacterial phosphatidylinositol-specific PROTEIN it was not released upon PROTEIN1 treatment of the cells, indicating that only a subset of the GPI-anchored proteins are susceptible to PROTEIN2 stimulated release",False,U_477
816,These results confirm that PROTEIN1 and PMA activate PROTEIN and indicate that IL-1 likely does not activate PROTEIN2 in Leydig cells,False,U_486
