Sentence ID,Sentence,isValid,Unique ID
278,"The expression of uterine PROTEIN and PROTEIN1 were up-regulated by 3.2- and 1.5-fold, respectively, during the late stage of pregnancy with an increase of WAT PROTEIN2 mRNA expression and exogenous administration of PROTEIN resulted in induction of the uterine PROTEIN and PROTEIN levels",False,U_169
293, PROTEIN1 (AVP) and lysophosphatidic acid (LPA) have been shown to stimulate PROTEIN2 (PKC) and mitogen-activated protein (MAP) kinases and the proliferation of vascular smooth muscle cells,True,U_171
308,Involvement of thyroid hormones in the effect of intracerebroventricular PROTEIN1 infusion on PROTEIN2 expression in rat muscle,True,U_182
323," PROTEIN1 secretion, inositol phosphate levels, and PROTEIN2 isozymes in rodent pancreatic islets",False,U_188
338,It has been suggested that PROTEIN1 secretion from pancreatic islets may be mediated in part by activation of PROTEIN2 (PLCs) and phosphoinositide hydrolysis.,True,U_201
353,"There was also a very significant increase of PROTEIN1 after the addition of 1000 mU hCG (p < 0.001) and PROTEIN and PROTEIN when 1000 mU hCG plus PROTEIN2 were added (p < 0.001 and p < 0.01, respectively)",True,U_210
368,Association of the insulin receptor with PROTEIN1 (PLCgamma) in 3T3-L1 adipocytes suggests a role for PROTEIN in metabolic signaling by PROTEIN2 ,False,U_220
383,"Denervation suppressed mRNA levels for PROTEIN1 (49%), PROTEIN (36%), and COX-IV (59%) and eliminated the acute response to PROTEIN2 in SM",False,U_226
398,"A negative correlation between WAT O2 consumption and PROTEIN expression was found in control animals, but not in the cafeteria-fed groups, suggesting a differential response to the beta3-adrenergic compound in lean and obese animals, which is in agreement with the reported statistical interactions between obesity and Trecadrine administration found for WAT O2 consumption and muscle PROTEIN expression, as well as for plasma PROTEIN1 and WAT PROTEIN2 expression",False,U_232
413," PROTEIN1 (OT) and vasopressin (AVP) stimulate PROTEIN2 and glucagon release from the pancreas, and evoke PROTEIN secretion from the rat insulinoma cell line, RINm5F",True,U_245
428,The effects of prostaglandin F2 alpha (PGF2 alpha) on intracellular Ca2+ concentration ([Ca2+]i) and PROTEIN1 (IP) generation in human myometrial cells were evaluated and compared to the effects of PROTEIN2 ,False,U_253
443,"U-73122 at 8 mumol.L-1 totally abolished the PROTEIN induced increases in [Ca2+]i and PROTEIN1 however it reduced the PROTEIN2 induced increase in insulin release only by 36% and 63% in the monolayer and suspended cell preparations, respectively",False,U_266
458,"In addition, abscisic acid-mediated inhibition of PROTEIN1 stimulated responses seems to depend on the activation of a phospholipase D during induction of PROTEIN2 in barley aleurone cells as well as on a putative acetyltransferase involved in elongation growth.",False,U_275
473,These results suggest that the overall effect of PROTEIN1 on glucose utilization and on the expression of PROTEIN2 may be mediated through central mechanism,True,U_281
488,"We also determined whether well known hypothalamic neuropeptide targets, e.g. PROTEIN1 (NPY), proopiomelanocortin (POMC), agouti-related peptide (AGRP) and cocaine and amphetamine-regulated transcript (CART) were regulated in a pattern consistent with their presumed roles as mediators of PROTEIN2 action",True,U_291
503,"Furthermore, no association was found between the Gln27Glu or the Gly16Arg polymorphisms and plasma PROTEIN1 or adipose tissue PROTEIN2 gene expression in either group",False,U_302
518,"There was a 98% greater augmentation of PROTEIN1 secretion by 16.7 mM glucose (in the presence of diazoxide and 40 mM K+) in primed islets; however, the ability of high glucose to augment PROTEIN2 activity bore no relationship to the secretory response",False,U_313
533,"To elucidate the pathophysiologic significance of PROTEIN and PROTEIN in the effect of TZDs on glucose metabolism and energy expenditure, we examined their basal mRNA levels in the WAT, brown adipose tissue (BAT), and skeletal muscle from Wistar fatty rats, a rat model of NIDDM and obesity with PROTEIN1 receptor defect, and investigated expression of the genes encoding PROTEIN2 and PROTEIN in Wistar fatty rats and in Wistar lean rats with 2-week oral administration of 3 mg x kg(-1) x day(-1) pioglitazone, a TZD derivative",False,U_321
548,"Plasma PROTEIN1 and some functionally related peptides (CCK, gastrin, somatostatin and PROTEIN2 , were measured by standard radioimmunoassay techniques",False,U_325
563,"Our results indicate that glucose represses PROTEIN1 signalling late along this hormone transduction pathway, downstream of transcription of the PROTEIN modulated transcriptional activator (GAMYB) needed for PROTEIN2 induction",False,U_338
578,"In conclusion, these results show that PROTEIN1 induces long-lasting changes in plasma levels of gastrin, CCK and PROTEIN2 without affecting somatostatin or glucose levels",True,U_345
593, PROTEIN1 PROTEIN and PROTEIN2 gene expression: modulation by food restriction and PROTEIN ,False,U_356
608,"The present study indicates that PROTEIN increases the gene expression of PROTEIN1 in EWAT and that of PROTEIN PROTEIN2 and LPL in BAT, whereas reduced food consumption but not leptin, decreases LPL expression in WAT",False,U_359
623,"When this parental line was treated with PROTEIN PROTEIN1 PROTEIN and sAPPbeta decreased to levels similar to those observed in the mutant line, and the mutant line was resistant to these effects of PROTEIN2 ",False,U_368
638,"In conclusion, 1) PROTEIN messenger ribonucleic acid expression in sc adipose tissue is inversely related to adiposity and independently linked to local plasma PROTEIN1 levels; and 2) PROTEIN2 expression is not acutely regulated by food intake, insulin, or fatty acids",False,U_376
653,Aggregated beta PROTEIN1 peptide 1-40 decreases Ca2+- and cholinergic receptor-mediated phosphoinositide degradation by alteration of membrane and cytosolic PROTEIN2 in brain cortex,True,U_388
668,"The antilipolytic effects of peroxovanadate and PROTEIN1 were unaffected by 500 nmol/L wortmannin, which blocked the antilipolytic action of PROTEIN2 ",False,U_401
683," PROTEIN1 induced a biphasic increase in diacylglycerol generation, characterized by an initial rapid rise and then a sustained elevation, and PROTEIN2 activation, reflected by phosphorylation of a specific 80 kDa myristoylated alanine-rich PKC substrate (MARCKS)",True,U_410
698,The aggregated form of PROTEIN1 25-35 significantly inhibited PROTEIN2 only in the presence of endogenous CaCl2,True,U_420
713,"ARC PROTEIN1 neurones also mediate hyperphagia and obesity in the ob/ob and db/db mice and fa/fa rat, in which PROTEIN2 inhibition is lost through mutations affecting PROTEIN or its receptor",False,U_430
728,Endometrial PROTEIN1 was increased within 30 seconds after PROTEIN treatment and preceded the increase in PGF2 alpha release stimulated by PROTEIN2 ,False,U_442
743, PROTEIN1 increased BAT PROTEIN2 mRNA levels greater than twofold in both ad libitum-fed and food-restricted rats,True,U_450
758,"Fasting significantly decreased BAT PROTEIN1 and PROTEIN mRNA expression, to 31% and 30% of ad libitum fed controls, respectively, effects which were prevented by administration of PROTEIN2 to fasted rats",True,U_460
773,"To determine whether PROTEIN does, in fact, have uncoupling activity and, if so, whether such activity would favorably influence the abnormalities in PROTEIN1 unresponsive PROTEIN2 underexpressing islets of diabetic ZDF rats, we transferred the PROTEIN gene to the islets of diabetic ZDF rats and lean (+/+) ZDF control rats",False,U_466
788,"In addition, PROTEIN (GPI-PLC), which in isolated rat adipocytes is activated by PROTEIN was stimulated to up to 5-fold by glucose and 10-fold by glucose plus PROTEIN1 in both yeast spheroplasts and intact cells leading to a concentration-dependent leftward shift of the glucose-response curve for activation of the PROTEIN2 ",False,U_471
803,We have established that the recovery of secreted PROTEIN1 is increased by the PROTEIN2 agonists PDBu and PMA in a time- and dose-dependent manner in both cell lines,False,U_478
