Sentence ID,Sentence,isValid,Unique ID
339,The purpose of this study was to determine whether the relatively modest fuel-stimulated PROTEIN1 secretion responses of rodent beta-cell lines might be explained by inadequate expression or activation of PROTEIN2 isoforms.,True,U_202
354,"There was also a very significant increase of PROTEIN after the addition of 1000 mU hCG (p < 0.001) and PROTEIN and PROTEIN1 when 1000 mU hCG plus PROTEIN2 were added (p < 0.001 and p < 0.01, respectively)",True,U_210
369,"To determine the functional significance of the interaction of PROTEIN and the IR, we used a specific inhibitor of PROTEIN U73122, or microinjection of SH2 domain glutathione S-transferase fusion proteins derived from PROTEIN1 to block PROTEIN2 stimulated GLUT4 translocation",False,U_221
384,"Denervation suppressed mRNA levels for PROTEIN1 (49%), PROTEIN2 (36%), and COX-IV (59%) and eliminated the acute response to PROTEIN in SM",False,U_226
399,"The aims of this study were: (1) to assess the effects of maternal undernutrition during pregnancy on adult offspring with regard to growth, body composition and plasma levels of glucose, PROTEIN1 and corticosterone, and (2) to investigate whether PROTEIN2 treatment early in life could ameliorate the adverse effects of food restriction in utero",False,U_233
414," PROTEIN (OT) and vasopressin (AVP) stimulate PROTEIN1 and glucagon release from the pancreas, and evoke PROTEIN2 secretion from the rat insulinoma cell line, RINm5F",False,U_245
429,"In contrast, the potencies of PROTEIN1 to raise PROTEIN2 and [Ca2+]i were similar and independent of extracellular Ca2+, and could be suppressed by pertussis toxin and phorbol ester, but not by verapamil",True,U_254
444,"U-73122 at 8 mumol.L-1 totally abolished the PROTEIN1 induced increases in [Ca2+]i and PROTEIN however it reduced the PROTEIN2 induced increase in insulin release only by 36% and 63% in the monolayer and suspended cell preparations, respectively",False,U_266
459,Effects of intravenously infused PROTEIN1 on insulin sensitivity and on the expression of PROTEIN2 in brown adipose tissue,True,U_276
474,In vivo effects of CGP-12177 on the expression of PROTEIN1 and PROTEIN2 genes in mouse brown and white adipose tissues,False,U_282
489,"In contrast, PROTEIN1 decreased body weight and adiposity, increased CART and suppressed PROTEIN2 and AGRP mRNA expression in adult mice",True,U_292
504," PROTEIN1 beta protein (25-35) stimulation of PROTEIN2 A, C and D activities of LA-N-2 cells",True,U_303
519,"MPA markedly inhibited PROTEIN1 in both conditions; however, PROTEIN2 secretion was only inhibited (by 46%) in primed islets",False,U_314
534,"To elucidate the pathophysiologic significance of PROTEIN and PROTEIN1 in the effect of TZDs on glucose metabolism and energy expenditure, we examined their basal mRNA levels in the WAT, brown adipose tissue (BAT), and skeletal muscle from Wistar fatty rats, a rat model of NIDDM and obesity with PROTEIN receptor defect, and investigated expression of the genes encoding PROTEIN2 and PROTEIN in Wistar fatty rats and in Wistar lean rats with 2-week oral administration of 3 mg x kg(-1) x day(-1) pioglitazone, a TZD derivative",False,U_321
549,The PROTEIN1 responsive elements conserved in cereal PROTEIN2 genes are not included in the 5'-upstream region of Rep1 or RepA,True,U_326
564,"Our results indicate that glucose represses PROTEIN signalling late along this hormone transduction pathway, downstream of transcription of the PROTEIN1 modulated transcriptional activator (GAMYB) needed for PROTEIN2 induction",False,U_338
579,"Our data demonstrate, that activation of mitogen activated protein (MAP) kinase alone is sufficient to promote PROTEIN1 secretion, whereas inhibition of MAP kinase will reduce PROTEIN secretion only when PROTEIN2 or phosphatidylinositol 3-kinase are additionally inhibited",False,U_346
594, PROTEIN PROTEIN1 and PROTEIN gene expression: modulation by food restriction and PROTEIN2 ,True,U_356
609,"The present study indicates that PROTEIN1 increases the gene expression of PROTEIN in EWAT and that of PROTEIN2 PROTEIN and LPL in BAT, whereas reduced food consumption but not leptin, decreases LPL expression in WAT",True,U_359
624,"When this parental line was treated with PROTEIN PROTEIN PROTEIN1 and sAPPbeta decreased to levels similar to those observed in the mutant line, and the mutant line was resistant to these effects of PROTEIN2 ",False,U_368
639,"In conclusion, 1) PROTEIN1 messenger ribonucleic acid expression in sc adipose tissue is inversely related to adiposity and independently linked to local plasma PROTEIN levels; and 2) PROTEIN2 expression is not acutely regulated by food intake, insulin, or fatty acids",False,U_376
654,"The effects of full-length PROTEIN1 beta protein, A(beta) (1-40), on phosphoinositide-specific PROTEIN2 (PLC) were investigated in synaptic plasma membranes (SPM) and cytosol prepared from the cerebral cortex of adult rats",False,U_389
669,The data provide additional support for the hypothesis that PROTEIN1 and peroxovanadate affect adipose tissue metabolism by mechanisms distinctly different from those involved in PROTEIN2 action,False,U_402
684,"These results argue that Ca(2+)-dependent PROTEIN1 is involved in the action of PROTEIN2 and that of other agonists, which stimulate sodium transport",True,U_411
699,Hypothalamic PROTEIN1 and its neuroendocrine regulation by PROTEIN2 ,True,U_421
714,"ARC PROTEIN1 neurones also mediate hyperphagia and obesity in the ob/ob and db/db mice and fa/fa rat, in which PROTEIN inhibition is lost through mutations affecting PROTEIN2 or its receptor",False,U_430
729,"These results support the hypothesis that PROTEIN1 stimulates phospholipase C to hydrolyze PI, yielding PROTEIN2 and DAG second-messengers which promote endometrial PGF2 alpha release during CL regression in pigs",True,U_443
744,"These data demonstrate a PROTEIN1 induced increase in energy expenditure in nonmutant rodents and suggest that one mechanism by which PROTEIN increases energy expenditure is through increased thermogenesis in BAT, including increased expression of PROTEIN2 ",False,U_451
759,"Fasting significantly decreased BAT PROTEIN and PROTEIN1 mRNA expression, to 31% and 30% of ad libitum fed controls, respectively, effects which were prevented by administration of PROTEIN2 to fasted rats",True,U_460
774,"To determine whether PROTEIN1 does, in fact, have uncoupling activity and, if so, whether such activity would favorably influence the abnormalities in PROTEIN unresponsive PROTEIN2 underexpressing islets of diabetic ZDF rats, we transferred the PROTEIN gene to the islets of diabetic ZDF rats and lean (+/+) ZDF control rats",False,U_466
789,"In addition, PROTEIN (GPI-PLC), which in isolated rat adipocytes is activated by PROTEIN1 was stimulated to up to 5-fold by glucose and 10-fold by glucose plus PROTEIN in both yeast spheroplasts and intact cells leading to a concentration-dependent leftward shift of the glucose-response curve for activation of the PROTEIN2 ",False,U_471
804,"In contrast, secretion of PROTEIN1 remains unaffected by the inactive PDBu analog alphaPDD and by the PROTEIN2 effectors dibutyryl cAMP and forskolin",False,U_479
