Sentence ID,Sentence,isValid,Unique ID
151,"On the basis of far-Western blot and plasmon resonance (BIAcore) experiments, we show here that recombinant PROTEIN1 (bPrP) (25-242) strongly interacts with the catalytic alpha/alpha' subunits of PROTEIN2 (also termed 'casein kinase 2')",True,U_79
166," PROTEIN1 may rapidly inhibit food intake by altering the secretion of hypothalamic neuropeptides such as PROTEIN2 (NPY), a stimulator of food intake, and/or corticotropin-releasing hormone (CRH), an inhibitor of food intake",True,U_88
181,U-73122 (3 microM) also abolished the PROTEIN1 induced PROTEIN2 formation,True,U_101
196,Immunohistochemical localization of PROTEIN1 and PROTEIN2 in white and brown adipose tissue,False,U_111
211,"Intraperitoneal 6HDA, 100 mg/kg, as a single dose at 1800, increased plasma PROTEIN1 approximately twofold after 18-20 h, increased IBAT (but not epididymal fat) PROTEIN2 mRNA by two- to threefold, and decreased IBAT PROTEIN mRNA to 30-40% of control",False,U_122
226,"At equimolar concentrations of PROTEIN1 and PROTEIN2 (10(-12) to 10(-6) M) the observed lipolytic activity is comparable to the basal lipolytic activity, except at a concentration of 10(-9) M where upon a significant increase in lipolysis is observed",False,U_135
241," PROTEIN1 or TPA-induced activation and tyrosine phosphorylation of p42 MAPK were completely blocked by down-regulation of PROTEIN2 betaI, epsilon, and delta, but still occurred, together with the cytosolic PLA2 mobility shift, in the absence of external Ca2+",True,U_146
256,"In addition, an OT receptor antagonist inhibited the stimulatory effects of PROTEIN1 on PROTEIN2 formation",True,U_157
271,"The low-performing Stock B animals were characterized by [1] being more reactive to sensory stimulation: higher startle amplitude and shorter startle latency; [2] having higher plasma PROTEIN1 and corticosterone levels, whereas plasma gastrin and PROTEIN2 were significantly lowered and a strong tendency for a decrease also in plasma CCK",False,U_168
286,"The expression of uterine PROTEIN and PROTEIN were up-regulated by 3.2- and 1.5-fold, respectively, during the late stage of pregnancy with an increase of WAT PROTEIN mRNA expression and exogenous administration of PROTEIN resulted in induction of the uterine PROTEIN1 and PROTEIN2 levels",False,U_169
301,These findings suggest that the regulation of hypothalamic PROTEIN1 mRNA by PROTEIN2 may be impaired with age,True,U_177
316,"To further substantiate an involvement of thyroid hormones in the effect of PROTEIN1 on muscle PROTEIN2 expression, hypothyroid rats were ICV infused with PROTEIN or vehicle",True,U_184
331,"Co-expression of PLD1 with PROTEIN1 has the same effect, while co-expression of PLD2 with PROTEIN2 allows PLD2 activity to be stimulated in an PROTEIN dependent manner.",False,U_196
346,"The aim of this study was to investigate the effects of hCG, hCG plus PROTEIN and PROTEIN1 on [3H] PROTEIN2 (IP) formations in porcine myometrial cells obtained from ovariectomized and cyclic gilts",True,U_208
361,Gamma-aminobutyric acid mediation of the inhibitory effect of nitric oxide on the arginine vasopressin and PROTEIN1 responses to PROTEIN2 induced hypoglycemia,True,U_215
376,"Three weeks after administration of STZ, the diabetic rats were subcutaneously treated with PROTEIN1 for 1 week, which resulted in significant suppression of the induction of nNOS, AVP and PROTEIN2 gene expression in the PVN and SON",True,U_223
391,"Isolation and characterization of gibbestatin B, an inhibitor of PROTEIN1 induced expression of PROTEIN2 and gibbestatin C from streptomycetaes",True,U_230
406,"For example, PROTEIN1 suppresses PROTEIN2 (NPY) expression in the arcuate nucleus",True,U_238
421,"The maximal PROTEIN1 responses induced by PROTEIN and AVP were very similar, but the threshold and maximal doses of AVP for increasing plasma PROTEIN2 were higher than those of PROTEIN ",False,U_248
436,Both p-nitrophenylphosphatidylcholine hydrolytic activity and liposome lytic activity of PROTEIN1 PROTEIN conjugate were inhibited in the presence of PROTEIN2 antiserum,False,U_259
451,"U-73122 at 8 mumol.L-1 totally abolished the PROTEIN1 induced increases in [Ca2+]i and IP3; however it reduced the PROTEIN induced increase in PROTEIN2 release only by 36% and 63% in the monolayer and suspended cell preparations, respectively",False,U_271
466,"Relative PROTEIN expression levels were 100, 104, and 33 for PROTEIN1 100, 191, and 125 for PROTEIN and 100, 107, and 29 for PROTEIN in ad libitum fed control rats, in PROTEIN2 treated rats and in pair-fed control rats, respectively",False,U_280
481,"CONCLUSION: The results reveal that simultaneous stimulation of the expression of certain PROTEIN genes and the PROTEIN gene can be achieved, and suggest that adrenergic regulation of the PROTEIN1 gene and of genes of the PROTEIN2 family in adipose tissues is the result of complex interactions between the different beta-AR pathways",False,U_284
496,"A specific enhancement in PROTEIN1 mediated PROTEIN secretion is the earliest reported developmental alteration in PROTEIN2 secretion from islets of ob/ob mice, and thus a logical target for leptin action",False,U_295
511,The PROTEIN1 inhibitor U 71322 prevented the activation of PROTEIN2 by PROTEIN ,False,U_308
526,Regulation of PROTEIN1 secretion via ATP-sensitive K+ channel independent mechanisms: role of PROTEIN2 ,True,U_316
541,"These results clearly demonstrate that PROTEIN gene expression is upregulated by TZDs in the WAT and BAT in Wistar fatty rats, an obese model with PROTEIN1 receptor defect, and that adipose PROTEIN2 gene expression is increased in response to TZDs in vitro",False,U_322
556,These results suggest that T3 may increase PROTEIN1 family expression independent of PROTEIN2 action,False,U_331
571,"The present study was designed to investigate how repeated injections of PROTEIN1 influence plasma levels of vagally controlled hormones such as gastrin, cholecystokinin (CCK), PROTEIN2 and somatostatin, as well as of endogenous PROTEIN and glucose",True,U_342
586,"Strikingly, in adipocytes subjected to combined trypsin/salt treatment, PIG-P, PI-specific PROTEIN1 and glimepiride failed completely to provoke PROTEIN2 mimetic effects",False,U_351
601," PROTEIN increased LPL mRNA by 80%, PROTEIN1 mRNA twofold, and PROTEIN mRNA levels by 62% in BAT, and increased PROTEIN2 mRNA levels twofold in EWAT",False,U_358
616,"To understand the molecular mechanism of PROTEIN1 dependent gene regulation, the effect of three phosphatase inhibitors on the germination of rice seeds and the expression of a target gene, the PROTEIN2 gene, Osamy-c, were measured",True,U_364
631,Ten PROTEIN1 have been assayed for their ability to phosphorylate in vitro the PROTEIN2 (25-242) (rbPrP),False,U_372
646,"Relative to the wild type, the PROTEIN1 3)-treated aleurone layer of d1 had lower expression of Ramy1A, which encodes PROTEIN and OsGAMYB, which encodes a PROTEIN2 inducible transcriptional factor, and no increase in expression of Ca(2 +)-ATPase",False,U_382
661,"We investigated basal levels of serum PROTEIN1 CCK, galanin and PROTEIN2 in 16 non-obese premenopausal women, in 15 obese premenopausal women (body mass index (BMI) 34.6 +/- 1.3 SD) and in ten obese postmenopausal women (BMI 34.7 +/- 1.5 SD) to determine the relationship between obesity, menopause and these neuropeptides",False,U_396
676,"Despite the low levels of PROTEIN induced PROTEIN1 activity, PROTEIN2 stimulated glucose transport activity was similarly inhibited by U73122 (55.9 +/- 13.1% inhibition)",False,U_405
691,"Fresh-water-soluble PROTEIN1 25-35 activated PROTEIN2 in SPM markedly by two- to threefold, but this effect was absent in the presence of 2 mM CaCl2",True,U_418
706,"As expected, in fusion of PROTEIN1 alone (18 microg/day) augmented food intake (191.6% over the initial control, P < 0.05) and produced a 25.1% weight gain in conjunction with a 10-fold increase in serum PROTEIN2 concentrations at the end of the 7-day period",True,U_426
721,The distribution of PROTEIN1 (AVP) cells in the SCN overlapped with that of PROTEIN2 in both species,True,U_437
736," PROTEIN1 may rapidly stimulate PROTEIN2 (IP3) and diacylglycerol (DAG) formation, consistent with the concept of rapid activation of a second-messenger system",True,U_445
751,"If daily PROTEIN1 injections are repeated over a 5-day period, blood pressure is decreased by 10-20 mmHg, the withdrawal latency to heat stimuli is prolonged, cortisol levels are decreased and PROTEIN2 and cholecystokinin levels are increased",True,U_456
766,"Fasting, with or without PROTEIN administration, did not affect BAT PROTEIN1 mRNA; however, PROTEIN administration to ad libitum fed rats significantly increased BAT PROTEIN2 mRNA, to 138% of control",False,U_462
781,"The second class of mutant, gse ( PROTEIN1 sensitivity), differed principally in PROTEIN sensitivity, requiring approximately 100-fold higher [ PROTEIN for both leaf elongation and PROTEIN2 production by aleurone",False,U_468
796,"The data suggest that mammalian PROTEIN1 sensitive cells and yeast share (part of) the key regulatory mechanism (consisting of PP2A, PKA, cAMP-PDE, and PROTEIN2 involved in the transduction of the PROTEIN signal from the respective receptor systems to glycogen synthase and phosphorylase",False,U_475
811,"PKB, which is an important early PI 3-kinase-dependent component of PROTEIN1 signalling pathways, is also down-regulated by PROTEIN2 coupled agonists",False,U_484
