Sentence ID,Sentence,isValid,Unique ID
184,Two nanograms PROTEIN1 given ICV had no effect on glucagon and glucose levels but caused a significant rise in PROTEIN2 levels at this time point,True,U_104
199,"At the periphery of the interscapular brown adipose tissue depot, unilocular, PROTEIN1 negative adipocytes (mean diameter: 41.55 microns) with white-type mitochondria were observed, and these cells were PROTEIN2 positive",False,U_114
214,"However, the in vivo modulation of PROTEIN1 and PROTEIN2 appears complex and, beyond a causal effect of SNA per se, may depend on concurrent changes in plasma insulin, glucose, and circulatory hemodynamics",False,U_123
229," PROTEIN1 stimulated PROTEIN2 turnover in endometrium of ewes is influenced by stage of the estrous cycle, pregnancy, and intrauterine infusion of ovine conceptus secretory proteins",True,U_138
244,"By comparison with the promoters of PROTEIN1 genes, which are also induced by PROTEIN we suggest that GARE is coupled with the upstream element and the pyrimidine box to form a PROTEIN2 response complex",False,U_148
259,Inhibition of 5-HT3 serotonergic receptors with ondansetron (4 or 8 mg) did not modify the basal secretion of AVP and PROTEIN and the PROTEIN1 response to PROTEIN2 induced hypoglycemia,True,U_159
274,"The expression of uterine PROTEIN and PROTEIN were up-regulated by 3.2- and 1.5-fold, respectively, during the late stage of pregnancy with an increase of WAT PROTEIN1 mRNA expression and exogenous administration of PROTEIN2 resulted in induction of the uterine PROTEIN and PROTEIN levels",False,U_169
289,"These results indicate that PROTEIN1 gene expressions during pregnancy are regulated tissue-dependently, and up-regulation of uterine PROTEIN and PROTEIN2 mRNA may be due to increased PROTEIN levels",False,U_170
304," PROTEIN1 infusion diminished hypothalamic PROTEIN levels by nearly 50% compared with pair-fed young rats, whereas there were no changes in the hypothalamic PROTEIN2 mRNA levels in senescent rats",False,U_179
319,"These results suggest that central PROTEIN1 stimulates T3 production via an activation of T4 to T3 conversion, and that this stimulation could be responsible for the effect of PROTEIN2 on muscle PROTEIN expression",False,U_186
334,"The PKC-specific inhibitors bisindolylmaleimide and Go 6976 abolish PROTEIN1 induced PLD2 activation in HEK-293 cells co-expressing the insulin receptor, PROTEIN2 and PLD2, confirming that not only PLD1, but PLD2 as well, is regulated in a PKC-dependent manner.",False,U_197
349,"There was also a very significant increase of PROTEIN1 after the addition of 1000 mU hCG (p < 0.001) and PROTEIN2 and PROTEIN when 1000 mU hCG plus PROTEIN were added (p < 0.001 and p < 0.01, respectively)",False,U_210
364, PROTEIN1 induced hypoglycemia increased by 2-fold (peak vs. baseline) plasma AVP and PROTEIN2 levels,True,U_218
379,Downregulation of PROTEIN mRNA in white adipose tissue and PROTEIN1 mRNA in skeletal muscle during the early stages of PROTEIN2 treatment,True,U_224
394,"A negative correlation between WAT O2 consumption and PROTEIN expression was found in control animals, but not in the cafeteria-fed groups, suggesting a differential response to the beta3-adrenergic compound in lean and obese animals, which is in agreement with the reported statistical interactions between obesity and Trecadrine administration found for WAT O2 consumption and muscle PROTEIN1 expression, as well as for plasma PROTEIN2 and WAT PROTEIN expression",False,U_232
409,"Plasma concentrations of FSH, PROTEIN1 CCK, GAL, PROTEIN2 and insulin were determined using commercial RIA kits",False,U_241
424,Interleukin-1 beta inhibits PROTEIN1 and PROTEIN2 secretion at sites apart from KATP channel,False,U_249
439,A barley gene encoding a novel DNA-binding protein (HRT) was identified by southwestern screening with baits containing a PROTEIN1 phytohormone response element from an PROTEIN2 promoter,True,U_262
454,"In isolated adipocytes, the loss of almost half the 18S RNA content over a 24-hour incubation was prevented in the presence of PROTEIN1 but not PROTEIN2 or epidermal growth factor (EGF)",False,U_273
469,"Relative PROTEIN1 expression levels were 100, 104, and 33 for PROTEIN2 100, 191, and 125 for PROTEIN and 100, 107, and 29 for PROTEIN in ad libitum fed control rats, in PROTEIN treated rats and in pair-fed control rats, respectively",False,U_280
484,Many studies have indicated that PROTEIN1 (NPY) stimulates and PROTEIN2 inhibits food intake,False,U_287
499,One function of leptin in control of body composition is thus to target a PKC-regulated component of the PROTEIN1 PKC signaling system within islets to prevent hypersecretion of PROTEIN2 ,False,U_298
514,These results suggest that PROTEIN1 secretion and PROTEIN2 production in NT2N neurons are regulated by the muscarinic/ PROTEIN signal transduction pathway,False,U_309
529,"Further, the PROTEIN1 induced activation of IK(sl) was effectively antagonized by 5 x 10(-8) mol/l U-73122 or 5 x 10(-6) mol/l 2-nitro-4-carboxyphenyl N,N-diphenylcarbamate (inhibitors of the cell membrane phospholipase C), as well as by intracellularly applied heparin (selective inhibitor of PROTEIN2 (IP3)-induced Ca2+ release channels)",False,U_319
544,Enhanced phosphoinositide hydrolysis via overexpression of PROTEIN1 beta1 or delta1 inhibits stimulus-induced PROTEIN2 release in insulinoma MIN6 cells.,True,U_323
559,We aimed at studying the effects of PROTEIN1 CART and PROTEIN2 on the hypothalamic control of the pituitary-gonadal system.,False,U_334
574,"In addition, both PROTEIN and CCK levels were decreased in response to the PROTEIN1 treatment when measured 3 and 10 days after the last injection (ANOVA; PROTEIN2 p < 0.01, CCK p < 0.05)",False,U_343
589,"Next, we determined that PROTEIN1 decreases NPY and increases PROTEIN2 gene expression",True,U_354
604," PROTEIN1 increased LPL mRNA by 80%, PROTEIN mRNA twofold, and PROTEIN2 mRNA levels by 62% in BAT, and increased PROTEIN mRNA levels twofold in EWAT",True,U_358
619, PROTEIN1 treatment of fetal guinea pig brain cultures substantially reduced the amount of PROTEIN and PROTEIN2 in the medium but had no effect on sAPPalpha,True,U_367
634,With regard to PROTEIN1 phosphorylation occurs at Ser 154 with a stoichiometry of about 0.1 mol phosphate/mol PROTEIN which is doubled by mild heat treatment of PROTEIN2 ,False,U_373
649,"All these results suggest that d1 affects a part of the PROTEIN1 signaling pathway, namely the induction of PROTEIN2 in the aleurone layer and internode elongation",True,U_384
664,Wortmannin converts PROTEIN1 but not PROTEIN2 from an antilipolytic to a lipolytic agent in the presence of forskolin,False,U_399
679,"Inhibition of PROTEIN activation did not impair either EGF- or PROTEIN1 induced activation of glycogen synthase or incorporation of glucose into lipid, supporting the hypothesis that both EGF- and PROTEIN2 induced glucose disposal can be independent of GLUT4-mediated glucose transport.",False,U_406
694,"Moreover, PROTEIN 25-35 had no effect on basal PROTEIN1 activity and cytosolic PROTEIN and PROTEIN2 ",False,U_419
709,"Interestingly, coinfusion of this regimen of PROTEIN1 with the highly effective anorectic and body reducing effects of CNTF (5.0 microg/day) not only prevented the CNTF-induced anorexia and weight loss, but also normalized serum PROTEIN concentrations and hypothalamic PROTEIN2 gene expression",False,U_427
724,The deduced consensus closely resembled PROTEIN1 response elements in PROTEIN2 promoters,True,U_440
739,"2) IGF-1, IGF-2, and PROTEIN1 also induced a Ca2+ mobilization from the endoplasmic reticulum: PROTEIN (PLC) inhibitors, neomycin, or U-73122 partially blocked the intracellular [Ca2+]i increase induced by IGF-1 and PROTEIN2 and totally inhibited the effect of IGF-2",False,U_448
754," PROTEIN1 compared with vehicle, did not alter BAT PROTEIN2 or PROTEIN mRNA or protein expression when administered to normal ad libitum fed rats",False,U_459
769,"In normal pancreatic islets, PROTEIN1 is upregulated by PROTEIN and is low in PROTEIN2 resistant islets of ZDF rats",False,U_465
784,"The second class of mutant, gse ( PROTEIN1 sensitivity), differed principally in PROTEIN sensitivity, requiring approximately 100-fold higher [ PROTEIN2 for both leaf elongation and PROTEIN production by aleurone",False,U_468
799,"The glycosyl-phosphatidylinositol anchored protein, membrane dipeptidase (EC 3.4.13.19) is released from the surface of 3T3-L1 adipocytes in response to PROTEIN1 treatment through the action of a PROTEIN2 ",True,U_476
814,"To assess the possible involvement of PROTEIN1 in PROTEIN2 and IL-1 action in Leydig cells, the PROTEIN inhibitor Calphostin C was tested",True,U_485
