Sentence ID,Sentence,isValid,Unique ID
215,"Furthermore, in SN-56/OBR cells both CNTF and PROTEIN1 produce changes in neurotransmitter and neuropeptide phenotype characteristic of cholinergic neurons, such as an increase in choline acetyltransferase and vasoactive intestinal polypeptide, and a decrease in PROTEIN2 expression",True,U_124
230,"Three experiments (Exp) assessed the influence of stage of the estrous cycle, pregnancy, and intrauterine infusion of ovine conceptus secretory proteins (oCSP) on turnover of PROTEIN1 (the putative second-messenger for PROTEIN2 stimulated secretion of prostaglandin F2 alpha) in ovine endometrium during luteolysis and maternal recognition of pregnancy",True,U_139
245,"By comparison with the promoters of PROTEIN genes, which are also induced by PROTEIN1 we suggest that GARE is coupled with the upstream element and the pyrimidine box to form a PROTEIN2 response complex",False,U_148
260,Inhibition of 5-HT3 serotonergic receptors with ondansetron (4 or 8 mg) did not modify the basal secretion of AVP and PROTEIN1 and the PROTEIN2 response to PROTEIN induced hypoglycemia,False,U_159
275,"The expression of uterine PROTEIN and PROTEIN were up-regulated by 3.2- and 1.5-fold, respectively, during the late stage of pregnancy with an increase of WAT PROTEIN mRNA expression and exogenous administration of PROTEIN1 resulted in induction of the uterine PROTEIN and PROTEIN2 levels",True,U_169
290,"These results indicate that PROTEIN gene expressions during pregnancy are regulated tissue-dependently, and up-regulation of uterine PROTEIN1 and PROTEIN mRNA may be due to increased PROTEIN2 levels",True,U_170
305," PROTEIN infusion diminished hypothalamic PROTEIN1 levels by nearly 50% compared with pair-fed young rats, whereas there were no changes in the hypothalamic PROTEIN2 mRNA levels in senescent rats",False,U_179
320,"These results suggest that central PROTEIN1 stimulates T3 production via an activation of T4 to T3 conversion, and that this stimulation could be responsible for the effect of PROTEIN on muscle PROTEIN2 expression",False,U_186
335,"In summary, we demonstrate that PROTEIN1 treatment results in activation of both PLD1 and PLD2 in appropriate cell types when the appropriate upstream intermediate signalling components, i.e. PKCalpha and PROTEIN2 are expressed at sufficient levels.",True,U_198
350,"There was also a very significant increase of PROTEIN after the addition of 1000 mU hCG (p < 0.001) and PROTEIN1 and PROTEIN2 when 1000 mU hCG plus PROTEIN were added (p < 0.001 and p < 0.01, respectively)",False,U_210
365,These data indicate a GABAergic mediation of the inhibitory modulation by NO of the AVP and PROTEIN1 responses to PROTEIN2 induced hypoglycemia,True,U_219
380, PROTEIN1 by intravenous or intracerebroventricular infusion for 5 h was associated with a decrease in PROTEIN2 mRNA in WAT (47-52%) and PROTEIN mRNA in SM (33-37%),True,U_225
395,"A negative correlation between WAT O2 consumption and PROTEIN expression was found in control animals, but not in the cafeteria-fed groups, suggesting a differential response to the beta3-adrenergic compound in lean and obese animals, which is in agreement with the reported statistical interactions between obesity and Trecadrine administration found for WAT O2 consumption and muscle PROTEIN1 expression, as well as for plasma PROTEIN and WAT PROTEIN2 expression",False,U_232
410,"Our results, ie higher mean plasma PROTEIN1 levels in postmenopausal diabetic women and positive correlation of CCK with PROTEIN2 and insulin, may suggest the role of these neuropeptides in metabolic disorders leading to type 2 diabetes mellitus",False,U_242
425,"Surprisingly, however, when islets were depolarized directly using either of two agonists, glyburide (which does not act via generation of purine nucleotides) or 40 mM K+ (which acts distal to KATP channel), PROTEIN1 and PROTEIN2 secretion were again obliterated by IL-1 beta",False,U_250
440,Oxytocin-stimulated PROTEIN1 release in a clonal beta-cell line RINm5F: involvement of PROTEIN2 dependent and -independent pathways.,True,U_263
455,"Further investigation suggested that activation of PROTEIN1 (PKC), which is part of the PROTEIN2 induced intracellular signalling pathway, is necessary and sufficient for the generation of the synergistic response, although it is not obligatory for PROTEIN induced ACTH release",True,U_274
470,"Relative PROTEIN expression levels were 100, 104, and 33 for PROTEIN 100, 191, and 125 for PROTEIN1 and 100, 107, and 29 for PROTEIN2 in ad libitum fed control rats, in PROTEIN treated rats and in pair-fed control rats, respectively",False,U_280
485,"In line with this, intracerebroventricular injection of PROTEIN1 (10 microg) stimulated and PROTEIN2 (10 microg) inhibited intake of a sucrose solution when female rats were required to obtain the solution from a bottle",False,U_288
500,The bovine ovarian granulosa cell model is a primary culture system where under stimulation by PROTEIN1 or IGF-I and LH the endogenous PROTEIN2 gene is massively upregulated,True,U_299
515,"Current interest in reducing heart disease risks by diet involves attention to total fat; saturated, monounsaturated, polyunsaturated and trans fatty acids, as well as dietary PROTEIN1 soluble fiber, salt, alcohol, antioxidants, dietary alterations causing homocysteinemia and other dietary constituents, such as PROTEIN2 compounds in some soy products",False,U_310
530,"The data obtained suggest (i) that selective PROTEIN1 receptors are present on the membranes of guinea-pig antral smooth muscle cells, (ii) that the oxytocin-related relaxation may result from the activation of Ca(2+)-sensitive K+ conductivity via activation of PROTEIN2 induced release of Ca2+ from the submembrane located cisternae of the sarcoplasmic reticulum Ca2+ stores and (iii) in turn, this evokes a non-inactivating component of IK, hyperpolarizing the cell membrane",False,U_320
545,"To study the effects of enhanced phosphoinositide hydrolysis on PROTEIN1 secretion, phosphoinositide-specific PROTEIN (PLCbeta1) or PROTEIN2 was overexpressed in insulinoma MIN6 cells via adenoviral vectors.",False,U_324
560,The increase in GnRH pulse amplitude caused by PROTEIN1 was totally prevented by coincubation with an anti-CART antiserum whereas it was not affected by coincubation with the PROTEIN2 Y5-receptor antagonist (10(-7) M).,False,U_335
575,"When the alpha2-adrenoreceptor agonist clonidine (2.5 microgram/kg intracerebroventricularly) was administered 3 days after the 5-day treatment period with PROTEIN1 or saline, plasma levels of PROTEIN and CCK increased significantly (p < 0.05) in the PROTEIN2 treated rats, when compared to saline-treated controls receiving clonidine only",False,U_344
590,"Furthermore, immunocytochemical studies showed the PROTEIN1 induced neuronal MAC expression on the SH-SY5Y cells after CD59 was removed by PROTEIN2 or blocked by anti-CD59 antibody",False,U_355
605," PROTEIN increased LPL mRNA by 80%, PROTEIN1 mRNA twofold, and PROTEIN2 mRNA levels by 62% in BAT, and increased PROTEIN mRNA levels twofold in EWAT",False,U_358
620, PROTEIN1 treatment of fetal guinea pig brain cultures substantially reduced the amount of PROTEIN2 and PROTEIN in the medium but had no effect on sAPPalpha,True,U_367
635,"In the fasting state PROTEIN1 expression correlated inversely with body mass index (r = -0.45; P = 0.026), percent body fat (r = -0.41; P = 0.05), plasma insulin (r = -0.47; P = 0.02), epigastric venous fatty acids (r = -0.45; P = 0.04), and PROTEIN2 (r = -0.50; P = 0.018)",True,U_374
650,"Arcuate nucleus PROTEIN1 mRNA increased in rats given protein-free diet, correlating with PROTEIN2 rather than decreased feeding",True,U_385
665,"The present studies compared the effects of PROTEIN1 in rat adipocytes with the effects of PROTEIN and peroxovanadate, which mimic some effects of PROTEIN2 ",False,U_400
680,The diminution of glucose transport secondary to inhibition of PROTEIN1 activity was reflected by a decrease in GLUT4 translocation to the plasma membrane upon either EGF or PROTEIN2 stimulation,False,U_407
695,"Moreover, PROTEIN1 25-35 had no effect on basal PROTEIN activity and cytosolic PROTEIN2 and PROTEIN ",False,U_419
710,"These results demonstrate that chronic central infusion to produce a persistent elevation of the cytokine at pathophysiological levels (a situation that may normally manifest during infection, injury and inflammation) produced severe anorexia and weight loss in conjunction with reduction in both serum PROTEIN1 concentrations and hypothalamic PROTEIN2 gene expression",False,U_428
725,"We propose that PROTEIN1 binds to specific OT receptors (OTR) on the endometrium to stimulate phosphoinositide (PI) hydrolysis, thereby activating the inositol trisphosphate ( PROTEIN2 -diacylglycerol (DAG) second-messenger system to promote pulsatile PGF2 alpha secretion",True,U_441
740,"2) IGF-1, IGF-2, and PROTEIN also induced a Ca2+ mobilization from the endoplasmic reticulum: PROTEIN1 (PLC) inhibitors, neomycin, or U-73122 partially blocked the intracellular [Ca2+]i increase induced by IGF-1 and PROTEIN2 and totally inhibited the effect of IGF-2",True,U_448
755," PROTEIN compared with vehicle, did not alter BAT PROTEIN1 or PROTEIN2 mRNA or protein expression when administered to normal ad libitum fed rats",False,U_459
770,"In normal pancreatic islets, PROTEIN1 is upregulated by PROTEIN2 and is low in PROTEIN resistant islets of ZDF rats",True,U_465
785,"Neurotransmitters and hormones, such as arginine vasopressin (AVP) and bombesin, evoke frequency-modulated repetitive Ca2+ transients in PROTEIN1 secreting HIT-T15 cells by binding to receptors linked to PROTEIN2 (PLC)",False,U_469
800,"Although X-Pro aminopeptidase (EC 3.4.11.9) is GPI-anchored in 3T3-L1 adipocytes as shown by digestion with bacterial phosphatidylinositol-specific PROTEIN1 it was not released upon PROTEIN2 treatment of the cells, indicating that only a subset of the GPI-anchored proteins are susceptible to PROTEIN stimulated release",False,U_477
815,These results confirm that PROTEIN1 and PMA activate PROTEIN2 and indicate that IL-1 likely does not activate PROTEIN in Leydig cells,True,U_486
