Setence ID	Sentence	isValid
444	U-73122 at 8 mumol.L-1 totally abolished the PROTEIN1 induced increases in [Ca2+]i and PROTEIN however it reduced the PROTEIN2 induced increase in insulin release only by 36% and 63% in the monolayer and suspended cell preparations, respectively	False
445	U-73122 at 8 mumol.L-1 totally abolished the PROTEIN1 induced increases in [Ca2+]i and PROTEIN2 however it reduced the PROTEIN induced increase in insulin release only by 36% and 63% in the monolayer and suspended cell preparations, respectively	True
446	 PROTEIN1 stimulated PROTEIN2 release in a clonal beta-cell line RINm5F: involvement of phospholipase C-dependent and -independent pathways	True
447	AIM: To study the mechanisms underlying PROTEIN1 (Oxy)-induced PROTEIN2 release	True
448	RESULTS: PROTEIN1 increased PROTEIN2 release and [Ca2+]i in a concentration-dependent manner	True
449	 PROTEIN1 induced PROTEIN2 release was not altered by pretreatment with pertussis toxin (PT)	True
450	U-73122 at 8 mumol.L-1 totally abolished the PROTEIN induced increases in [Ca2+]i and IP3; however it reduced the PROTEIN1 induced increase in PROTEIN2 release only by 36% and 63% in the monolayer and suspended cell preparations, respectively	True
451	U-73122 at 8 mumol.L-1 totally abolished the PROTEIN1 induced increases in [Ca2+]i and IP3; however it reduced the PROTEIN induced increase in PROTEIN2 release only by 36% and 63% in the monolayer and suspended cell preparations, respectively	False
452	U-73122 at 8 mumol.L-1 totally abolished the PROTEIN1 induced increases in [Ca2+]i and IP3; however it reduced the PROTEIN2 induced increase in PROTEIN release only by 36% and 63% in the monolayer and suspended cell preparations, respectively	False
453	CONCLUSION: PROTEIN1 increases PROTEIN2 release through both PLC and non-PLC mediated signal transduction mechanisms	True
454	In isolated adipocytes, the loss of almost half the 18S RNA content over a 24-hour incubation was prevented in the presence of PROTEIN1 but not PROTEIN2 or epidermal growth factor (EGF)	False
455	Further investigation suggested that activation of PROTEIN1 (PKC), which is part of the PROTEIN2 induced intracellular signalling pathway, is necessary and sufficient for the generation of the synergistic response, although it is not obligatory for PROTEIN induced ACTH release	True
456	Further investigation suggested that activation of PROTEIN (PKC), which is part of the PROTEIN1 induced intracellular signalling pathway, is necessary and sufficient for the generation of the synergistic response, although it is not obligatory for PROTEIN2 induced ACTH release	False
457	Further investigation suggested that activation of PROTEIN1 (PKC), which is part of the PROTEIN induced intracellular signalling pathway, is necessary and sufficient for the generation of the synergistic response, although it is not obligatory for PROTEIN2 induced ACTH release	False
458	In addition, abscisic acid-mediated inhibition of PROTEIN1 stimulated responses seems to depend on the activation of a phospholipase D during induction of PROTEIN2 in barley aleurone cells as well as on a putative acetyltransferase involved in elongation growth.	False
459	Effects of intravenously infused PROTEIN1 on insulin sensitivity and on the expression of PROTEIN2 in brown adipose tissue	True
460	Centrally administered PROTEIN1 has been shown to increase insulin-stimulated glucose utilization and to favor the expression of PROTEIN2 (UCPs)	True
461	To study if PROTEIN1 also has direct peripherally mediated effects on these processes, this hormone (1 mg/day) or its vehicle was infused i.v. for 4 days to lean rats and insulin-stimulated glucose utilization in skeletal muscle and adipose tissue as well as the expression of PROTEIN2 messenger RNAs (mRNAs) in brown adipose tissue were measured	False
462	I.v. PROTEIN1 infusion also favored the expression of PROTEIN2 in brown adipose tissue, either by increasing their expression or preventing the fall occurring during the pair-feeding regimen.	True
463	Relative PROTEIN1 expression levels were 100, 104, and 33 for PROTEIN 100, 191, and 125 for PROTEIN and 100, 107, and 29 for PROTEIN in ad libitum fed control rats, in PROTEIN2 treated rats and in pair-fed control rats, respectively	False
464	Relative PROTEIN expression levels were 100, 104, and 33 for PROTEIN 100, 191, and 125 for PROTEIN and 100, 107, and 29 for PROTEIN1 in ad libitum fed control rats, in PROTEIN2 treated rats and in pair-fed control rats, respectively	False
